					
					
Πίνετε αυτό το <L1>τσάι</L1> κρύο, 2-3 φορές τη μέρα πριν από τα γεύματα.	Take 1 teaspoon of pollen, 2 times a day for half an hour before meals.				
Ο Ελευθεριάδης πέτυχε τους 12 από τους 15 πόντους του στο πρώτο ημίχρονο, δίνοντας έτσι την απαραίτητη ώθηση στον Φίλιππο προκειμένου να αποκτήσει διαφορά ασφαλείας (17-39 το <N1>αποτέλεσμα</N1> στο 20') στην διάρκεια του πρώτου μέρους του παιχνιδιού.	During the first half, SferaSports played scored 12 points contributing significantly to the lead (17-39 in 20') of his team. Congrats Danis!				
FALSE					
					
Τα πίσω καθίσματα επίσης χωρίζονται και αναδιπλώνονται σε αναλογία 40:20:40, αυξάνοντας τη χωρητικότητα του <L1>πορτμπαγκάζ</L1> έως και τα 1.378 λίτρα.	Plus, the back seats split and fold in a 40:20:40 configuration to boost the boot's capacity to up to 1,378 litres.				
Τα πίσω καθίσματα επίσης χωρίζονται και αναδιπλώνονται σε αναλογία 40:20:40, αυξάνοντας τη χωρητικότητα του <N1></N1> έως και τα 1.378 λίτρα.	Plus, the back seats split and fold in a 40:20:40 configuration to boost the boot's capacity to up to 1,378 litres.				
FALSE					
					
Τι λιπαρά έχει ο <L1>τόνος</L1> (κιτρινόπτερος);	What fat is in a tuna (yellowfin)?				
Τι λιπαρά έχει ο <N1></N1> (κιτρινόπτερος);	What fat is in a tuna (yellowfin)?				
FALSE					
					
(1) <L1>προτυποποίηση</L1> τυπικών προβλημάτων στην Μηχανική (2) ανάπτυξη μεθόδων για την επίλυσή των άνω προβλημάτων στον Η/Υ (3) γνώση των πράξεων κινητής υποδιαστολής στους Η/Υ και τις συνέπειές τους στους υπολογισμούς (4) επίγνωση των σφαλμάτων των αριθμητικών μεθόδων (5) επίγνωση της υπολογιστικής απόδοσης και αποτελεσματικότητας των αριθμητικών μεθόδων (6) πληροφόρηση για την ύπαρξη και χρήση Υπολογιστικών Αριθμητικών Βιβλιοθηκών και άλλων συναφών εργαλείων	Learning Outcomes (1) modeling typical problems in engineering (2) developing methods to solve these problems on a computer (3) knowledge of floating point operations in and their impact on computer calculations (4) knowledge of the errors committed by numerical methods (5) knowledge of computational efficiency and effectiveness of numerical methods (6) information on the existence and use of Numerical Libraries and other related tools				
(1) <N1></N1> τυπικών προβλημάτων στην Μηχανική (2) ανάπτυξη μεθόδων για την επίλυσή των άνω προβλημάτων στον Η/Υ (3) γνώση των πράξεων κινητής υποδιαστολής στους Η/Υ και τις συνέπειές τους στους υπολογισμούς (4) επίγνωση των σφαλμάτων των αριθμητικών μεθόδων (5) επίγνωση της υπολογιστικής απόδοσης και αποτελεσματικότητας των αριθμητικών μεθόδων (6) πληροφόρηση για την ύπαρξη και χρήση Υπολογιστικών Αριθμητικών Βιβλιοθηκών και άλλων συναφών εργαλείων	Learning Outcomes (1) modeling typical problems in engineering (2) developing methods to solve these problems on a computer (3) knowledge of floating point operations in and their impact on computer calculations (4) knowledge of the errors committed by numerical methods (5) knowledge of computational efficiency and effectiveness of numerical methods (6) information on the existence and use of Numerical Libraries and other related tools				
FALSE					
					
Αντρική χειμερινή φούτερ <L1>πιτζάμα</L1> από 100% βαμβακερό ύφασμα υψηλής ποιότητας.	Men's winter sweatshirt pyjama from 100% high quality cotton fabric.	μπιζάμα μπιτζάμα πιζάμα πιτζάμα νυχτικό			
Αντρική χειμερινή φούτερ <N1></N1> από 100% βαμβακερό ύφασμα υψηλής ποιότητας.	Men's winter sweatshirt pyjama from 100% high quality cotton fabric.				
FALSE					
					
Έπλυναν όλα τα πράγματα και τα έβαζαν σε σακούλες στο κρύο και μετά έβαφαν ό,τι μπορούσαν με <L1>μπογιά</L1> που στεγνώνει για 3 μέρες.	They washed all the things and put them in bags in the cold, and then they painted everything they could with paint that dries for 3 days.	βαφή μπογιά χρώμα			
Έπλυναν όλα τα πράγματα και τα έβαζαν σε σακούλες στο κρύο και μετά έβαφαν ό,τι μπορούσαν με <N1>βαφή</N1> που στεγνώνει για 3 μέρες.	They washed all the things and put them in bags in the cold, and then they painted everything they could with paint that dries for 3 days.				
TRUE					
					
Ένας <L1>μικροσκοπικός</L1> χώρος γεμάτος ποικιλίες κρασιών, καλή μουσική και νόστιμα μεζεδάκια και πού ξέρεις μπορεί να πετύχεις και κανέναν μεσήλικα Ιταλό να απαγγέλλει στίχους από ποιήματα σε μια διάλεκτο που σχεδόν κανείς πλέον δεν χρησιμοποιεί.	A tiny place filled with hundreds of different wine labels, great music and tasteful wine appetizers. Don't be surprised to find an elder Italian reading out poems in a forgotten language anyone's ever heard about in centuries!	μικρός μικροσκοπικός			
Ένας <N1></N1> χώρος γεμάτος ποικιλίες κρασιών, καλή μουσική και νόστιμα μεζεδάκια και πού ξέρεις μπορεί να πετύχεις και κανέναν μεσήλικα Ιταλό να απαγγέλλει στίχους από ποιήματα σε μια διάλεκτο που σχεδόν κανείς πλέον δεν χρησιμοποιεί.	A tiny place filled with hundreds of different wine labels, great music and tasteful wine appetizers. Don't be surprised to find an elder Italian reading out poems in a forgotten language anyone's ever heard about in centuries!				
FALSE					
					
Το δε πρόβλημα επιτείνεται από το γεγονός ότι το <L1>διοξείδιο</L1> του άνθρακα μένει ενεργό στην ατμόσφαιρα πολύ περισσότερο από ότι το <L2>μεθάνιο</L2> και άλλα αέρια του θερμοκηπίου.	The problem is compounded by the fact that carbon dioxide remains active in the atmosphere much more than methane and other greenhouse gases.				
Το δε πρόβλημα επιτείνεται από το γεγονός ότι το <N1></N1> του άνθρακα μένει ενεργό στην ατμόσφαιρα πολύ περισσότερο από ότι το <N2></N2> και άλλα αέρια του θερμοκηπίου.	The problem is compounded by the fact that carbon dioxide remains active in the atmosphere much more than methane and other greenhouse gases.				
FALSE					
					
Αν και η <L1>χοληστερίνη</L1> είναι απαραίτητη για τον οργανισμό, τα υψηλά επίπεδά της στο αίμα συνδέονται με βλάβες των αγγείων και καρδιαγγειακές παθήσεις.	High blood cholesterol is a serious risk for developing dangerous blood vessel diseases. It can also…				
Αν και η <N1></N1> είναι απαραίτητη για τον οργανισμό, τα υψηλά επίπεδά της στο αίμα συνδέονται με βλάβες των αγγείων και καρδιαγγειακές παθήσεις.	High blood cholesterol is a serious risk for developing dangerous blood vessel diseases. It can also…				
FALSE					
					
Γενικά, όλοι οι σφήκες στον κόσμο - και οι ευρωπαϊκοί και οι ιαπωνικοί, και η όμορφη κίτρινη δίχρωμη <L1>βέσπα</L1> - παρά ορισμένα χαρακτηριστικά γνωρίσματα, είναι εξίσου συγγενείς και ανήκουν στην οικογένεια των πραγματικών σφηκών.	In general, all the hornets in the world - both European and Japanese, and the beautiful yellow Vespa bicolor - despite some distinctive features, are equally related and belong to the family of real wasps.				
Γενικά, όλοι οι σφήκες στον κόσμο - και οι ευρωπαϊκοί και οι ιαπωνικοί, και η όμορφη κίτρινη δίχρωμη <N1></N1> - παρά ορισμένα χαρακτηριστικά γνωρίσματα, είναι εξίσου συγγενείς και ανήκουν στην οικογένεια των πραγματικών σφηκών.	In general, all the hornets in the world - both European and Japanese, and the beautiful yellow Vespa bicolor - despite some distinctive features, are equally related and belong to the family of real wasps.				
FALSE					
					
Όταν η <L1>λάμα</L1> έρχεται στην ανοικτή θέση το έμβολο ελατηρίου σπρώχνει το ρουλεμάν στην μπροστινή θέση ασφαλίζοντάς την.	When the blade is opened, a spring-loaded steel plunger drives the ball bearing forward to wedge between a ramp on the blade and an 'anvil' in the handle's steel insert.	λάμα λεπίδα			
Όταν η <N1>λεπίδα</N1> έρχεται στην ανοικτή θέση το έμβολο ελατηρίου σπρώχνει το ρουλεμάν στην μπροστινή θέση ασφαλίζοντάς την.	When the blade is opened, a spring-loaded steel plunger drives the ball bearing forward to wedge between a ramp on the blade and an 'anvil' in the handle's steel insert.				
TRUE					
					
Το <L1>βορικό</L1> οξύ και η αμμωνία βοήθησαν.	Boric acid and ammonia helped.				
Το <N1></N1> οξύ και η αμμωνία βοήθησαν.	Boric acid and ammonia helped.				
FALSE					
					
Το γλέντι συνεχίζεται επί της πλατείας, όπου τα <L1>γκρουπ</L1> επιδίδονται σε χορευτικές επιδείξεις, ενώ η μεγάλη γιορτή κορυφώνεται με την καύση του βασιλιά καρνάβαλου και τη ρίψη πυροτεχνημάτων.	The celebration continues on the main square of Messolonhgi, where all groups give dance shows, until the burning of King Carnival and the throwing of the fireworks.	γκρουπ συγκρότημα			
Το γλέντι συνεχίζεται επί της πλατείας, όπου τα <N1>συγκροτήματα</N1> επιδίδονται σε χορευτικές επιδείξεις, ενώ η μεγάλη γιορτή κορυφώνεται με την καύση του βασιλιά καρνάβαλου και τη ρίψη πυροτεχνημάτων.	The celebration continues on the main square of Messolonhgi, where all groups give dance shows, until the burning of King Carnival and the throwing of the fireworks.				
TRUE					
					
Πρόκειται για ένα ψηλό χόρτο (πόα), που μοιάζει μάλλον σαν καλάμι <L1>μπαμπού</L1> Το ρίζωμα σχηματίζει κάτω από το χώμα ένα δίκτυο, απ' όπου ξεκινούν δευτερεύοντες βλαστοί, κοντά στο μητρικό φυτό.	It is a tall grass, which looks rather like a bamboo cane. A network of rhizomes forms under the soil which sends up secondary shoots near the parent plant.				
Πρόκειται για ένα ψηλό χόρτο (πόα), που μοιάζει μάλλον σαν καλάμι <N1></N1> Το ρίζωμα σχηματίζει κάτω από το χώμα ένα δίκτυο, απ' όπου ξεκινούν δευτερεύοντες βλαστοί, κοντά στο μητρικό φυτό.	It is a tall grass, which looks rather like a bamboo cane. A network of rhizomes forms under the soil which sends up secondary shoots near the parent plant.				
FALSE					
					
Όπως ήταν αναμενόμενο, σ' αυτή τη χώρα ο αντιτούρκικος <L1>σοβινισμός</L1> αναδύεται από εθνικιστές κάθε απόχρωσης.	Predictably, in Greece, anti-Turkish chauvinism is being whipped up by nationalists of every stripe.	εθνικισμός εθνοκεντρισμός σοβινισμός			
Όπως ήταν αναμενόμενο, σ' αυτή τη χώρα ο αντιτούρκικος <N1>εθνοκεντρισμός</N1> αναδύεται από εθνικιστές κάθε απόχρωσης.	Predictably, in Greece, anti-Turkish chauvinism is being whipped up by nationalists of every stripe.				
TRUE					
					
Το μεγαλόπρεπο αυτό <L1>ραβέντι</L1> είναι ένα γιγάντιο φυλλοβόλο πολυετές, που αναπτύσσεται ως λαχανικό.	The noble rhubarb is a giant deciduous perennial grown as a vegetable.	ρήον ραβέντι			
Το μεγαλόπρεπο αυτό <N1></N1> είναι ένα γιγάντιο φυλλοβόλο πολυετές, που αναπτύσσεται ως λαχανικό.	The noble rhubarb is a giant deciduous perennial grown as a vegetable.				
FALSE					
					
Η <L1>βεντούζα</L1> μπορεί να χωρέσει έως και 5 κιλά	The suction cup can hold up to 5kg				
Η <N1></N1> μπορεί να χωρέσει έως και 5 κιλά	The suction cup can hold up to 5kg				
FALSE					
					
Είναι αλήθεια ότι ο <L1>μπαμπάς</L1> σου και η μαμά σου μπορεί να βλέπουν τα πράγματα από διαφορετική οπτική γωνία.	True, your dad and mom may look at things from a different perspective.	μπαμπάς πατέρας 			
Είναι αλήθεια ότι ο <N1>πατέρας</N1> σου και η μαμά σου μπορεί να βλέπουν τα πράγματα από διαφορετική οπτική γωνία.	True, your dad and mom may look at things from a different perspective.				
TRUE					
					
Απομακρύνει τα φύκια, τα βρύα, το <L1>ιώδιο</L1> και όλες τις μορφές βρωμιάς από τα καταστρώματα <L2>τικ</L2> και τα έπιπλα κήπου χωρίς κόπο.	Removes algae, moss, mildew and all forms of dirt from teak decks and garden furniture effortlessly.				
Απομακρύνει τα φύκια, τα βρύα, το <N1></N1> και όλες τις μορφές βρωμιάς από τα καταστρώματα <N2></N2> και τα έπιπλα κήπου χωρίς κόπο.	Removes algae, moss, mildew and all forms of dirt from teak decks and garden furniture effortlessly.				
FALSE					
					
Συνδυάζεται ιδανικά με ξύλινο <L1>παπιγιόν</L1> με κόκκινες λεπτομέρειες και ψάθινο καπέλο με κόκκινη κορδέλα! Περιγραφή	Combines perfectly with a wooden bow tie with red details and a straw hat with a red ribbon! Description				
Συνδυάζεται ιδανικά με ξύλινο <N1></N1> με κόκκινες λεπτομέρειες και ψάθινο καπέλο με κόκκινη κορδέλα! Περιγραφή	Combines perfectly with a wooden bow tie with red details and a straw hat with a red ribbon! Description				
FALSE					
					
Μια <L1>γρίπη</L1> κατά την εγκυμοσύνη μπορεί να επιφέρει επιπλοκές, όπως βρογχίτιδα, πνευμονία, πρόωρο τοκετό ακόμη και εμβρυϊκό θάνατο.	Chronic health problems such as lupus, diabetes, and high blood pressure are associated with an increased chance of losing a pregnancy.	λοίμωξη λοιμώδης νόσος ίωση γρίπη			
Μια <N1></N1> κατά την εγκυμοσύνη μπορεί να επιφέρει επιπλοκές, όπως βρογχίτιδα, πνευμονία, πρόωρο τοκετό ακόμη και εμβρυϊκό θάνατο.	Chronic health problems such as lupus, diabetes, and high blood pressure are associated with an increased chance of losing a pregnancy.				
FALSE					
					
Ο Λένιν εξήγησε ότι ο <L1>ιμπεριαλισμός</L1> είναι ένα στάδιο του καπιταλισμού στο οποίο έχουν κυριαρχήσει τα μονοπώλια και το χρηματιστικό κεφάλαιο και ο κόσμος έχει μοιραστεί από μία χούφτα αντίπαλων καπιταλιστικών δυνάμεων.	Lenin explained that imperialism is a stage of capitalism in which monopolies and finance capital have become dominant and the world has been divided by a handful of rival capitalist powers.	επεκτατισμός ιμπεριαλισμός			
Ο Λένιν εξήγησε ότι ο <N1>επεκτατισμός</N1> είναι ένα στάδιο του καπιταλισμού στο οποίο έχουν κυριαρχήσει τα μονοπώλια και το χρηματιστικό κεφάλαιο και ο κόσμος έχει μοιραστεί από μία χούφτα αντίπαλων καπιταλιστικών δυνάμεων.	Lenin explained that imperialism is a stage of capitalism in which monopolies and finance capital have become dominant and the world has been divided by a handful of rival capitalist powers.				
TRUE					
					
Η υπόλοιπη ημέρα πέρασε με κοινές δραστηριότητες, όπως χριστουγεννιάτικες κατασκευές, <L1>τουρνουά</L1> πινκ πονκ και μουσική.	During the rest of the day, they shared activities such as Christmas crafts, ping pong tournament and music playing.	τουρνουά διαγωνισμός 			
Η υπόλοιπη ημέρα πέρασε με κοινές δραστηριότητες, όπως χριστουγεννιάτικες κατασκευές, <N1>διαγωνισμός</N1> πινκ πονκ και μουσική.	During the rest of the day, they shared activities such as Christmas crafts, ping pong tournament and music playing.				
TRUE					
					
Ο συγκεκριμένος συνεργάτης μαζί με τον <L1>βαν</L1> Γκογκ είχαν νωρίτερα σκηνοθετήσει ένα έργο που εξαγρίωσε τους Μουσουλμάνους.	That colleague and van Gogh had earlier directed a film that infuriated Muslims.				
Ο συγκεκριμένος συνεργάτης μαζί με τον <N1></N1> Γκογκ είχαν νωρίτερα σκηνοθετήσει ένα έργο που εξαγρίωσε τους Μουσουλμάνους.	That colleague and van Gogh had earlier directed a film that infuriated Muslims.				
FALSE					
					
Γαρνίρουμε την <L1>πιατέλα</L1> με <L2>πατάτα</L2> σε μορφή πουρέ.	Line a baking sheet with a silicone baking mat.				
Γαρνίρουμε την <N1></N1> με <N2></N2> σε μορφή πουρέ.	Line a baking sheet with a silicone baking mat.				
FALSE					
					
Και πάλι, ο επισκέπτης προβάλλει και αλληλεπιδρά με αυτόν τον ιστότοπο, ή <L1>πανό</L1> ή αναδυόμενα παράθυρα ή διαφημίσεις που εμφανίζονται πάνω του, με δική του ευθύνη.	Again, visitor views and interacts with this site, or banners or pop-ups or advertising displayed thereon, at his own risk.	διαφημιστική προβολή πανό			
Και πάλι, ο επισκέπτης προβάλλει και αλληλεπιδρά με αυτόν τον ιστότοπο, ή <N1></N1> ή αναδυόμενα παράθυρα ή διαφημίσεις που εμφανίζονται πάνω του, με δική του ευθύνη.	Again, visitor views and interacts with this site, or banners or pop-ups or advertising displayed thereon, at his own risk.				
FALSE					
					
Ξεκίνησε να παίζει <L1>ποδόσφαιρο</L1> στη γενέτειρα του Γκαμπόν.	He started playing football in his native country, Gabon.				
Ξεκίνησε να παίζει <N1></N1> στη γενέτειρα του Γκαμπόν.	He started playing football in his native country, Gabon.				
FALSE					
					
Τέλος, σε αυτά που χρησιμοποίηθηκε ενδομυελικός ήλος, η <L1>ψευδάρθρωση</L1> έφτασε το ποσοστό του 2%.	Finally, in those where an intramedullary nail was used, the pseudo-articulation rates reached 2%.				
Τέλος, σε αυτά που χρησιμοποίηθηκε ενδομυελικός ήλος, η <N1></N1> έφτασε το ποσοστό του 2%.	Finally, in those where an intramedullary nail was used, the pseudo-articulation rates reached 2%.				
FALSE					
					
Κατά την τοποθέτηση νέου ελαστικού σε <L1>ζάντα</L1> που απαιτεί τη χρήση αεροθαλάμου, θα πρέπει να τοποθετείται ταυτόχρονα και νέος αεροθάλαμος.	When fitting a new tyre on a rim requiring a tube, a new tube should be fitted at the same time.	τροχός  δαχτυλίδι τροχού ζάντα			
Κατά την τοποθέτηση νέου ελαστικού σε <N1>δαχτυλίδι τροχού</N1> που απαιτεί τη χρήση αεροθαλάμου, θα πρέπει να τοποθετείται ταυτόχρονα και νέος αεροθάλαμος.	When fitting a new tyre on a rim requiring a tube, a new tube should be fitted at the same time.				
TRUE					
					
Το εφαρμοστό μπούστο με χειροποίητο κέντημα από μικροσκοπικά λευκά και ανοιχτόχρωμα ροζ λουλουδάκια πάνω σε διάφανο τούλι και το ανοιχτό τετράγωνο ντεκολτέ αποκαλύπτει τα τόσο γοητευτικά κόκκαλα του λαιμού και μαζί με τα διακριτικά μανικάκια με φτερά <L1>μαραμπού</L1> και τη βελούδινη κορδέλα στη μέση, συμπληρώνουν τη σαγηνευτική φιγούρα.	Fitted bodice all crafted by tiny white and powed pink florals upon sheer tulle. Wide open square neckline reveals the -oh so charming- collar bones, beautiful cup sleeves with marabou feathers and velvet ribbon on the waist complete the whole seductive figure.				
Το εφαρμοστό μπούστο με χειροποίητο κέντημα από μικροσκοπικά λευκά και ανοιχτόχρωμα ροζ λουλουδάκια πάνω σε διάφανο τούλι και το ανοιχτό τετράγωνο ντεκολτέ αποκαλύπτει τα τόσο γοητευτικά κόκκαλα του λαιμού και μαζί με τα διακριτικά μανικάκια με φτερά <N1></N1> και τη βελούδινη κορδέλα στη μέση, συμπληρώνουν τη σαγηνευτική φιγούρα.	Fitted bodice all crafted by tiny white and powed pink florals upon sheer tulle. Wide open square neckline reveals the -oh so charming- collar bones, beautiful cup sleeves with marabou feathers and velvet ribbon on the waist complete the whole seductive figure.				
FALSE					
					
Χτυπάμε την κρέμα γάλακτος σε <L1>σαντιγί</L1> και την προσθέτουμε σταδιακά στην κρέμα, ανακατεύοντας συνέχεια μέχρι να απορροφηθεί τελείως.	At the end softly incorporate the heavy cream and let all the mixture chill in the fridge Serving				
Χτυπάμε την κρέμα γάλακτος σε <N1></N1> και την προσθέτουμε σταδιακά στην κρέμα, ανακατεύοντας συνέχεια μέχρι να απορροφηθεί τελείως.	At the end softly incorporate the heavy cream and let all the mixture chill in the fridge Serving				
FALSE					
					
-1 κιλό μοσχάρι, <L1>κιλότο</L1> κατά προτίμηση, χωρίς ορατό λίπος, κομμένο σε κύβους -12 καρδιές αγκινάρας, κατεψυγμένες ή φρέσκες -2 κουταλιές της σούπας ελαιόλαδο -2 λιωμένες σκελίδες σκόρδο -500γρ. ντομάτες φρέσκες ή κονσέρβας, ξεφλουδισμένες και κομμένες -Μισό φλιτζάνι κόκκινο ξηρό κρασί -1/4 της κουταλιάς του γλυκού ρίγανη -Αλατοπίπερο Εκτέλεση	-1 Kilo of beef, rump preferably without visible fat, cut into cubes -Artichoke hearts, frozen or fresh -2 Tablespoons of olive oil -2 melted cloves of garlic -500 gr. of fresh or canned tomatoes, peeled and chopped -Half a cup of dry red wine -1 / 4 teaspoon of fresh oregano - Salt and pepper;	ψαχνό κιλότο			
-1 κιλό μοσχάρι, <N1>ψαχνό</N1> κατά προτίμηση, χωρίς ορατό λίπος, κομμένο σε κύβους -12 καρδιές αγκινάρας, κατεψυγμένες ή φρέσκες -2 κουταλιές της σούπας ελαιόλαδο -2 λιωμένες σκελίδες σκόρδο -500γρ. ντομάτες φρέσκες ή κονσέρβας, ξεφλουδισμένες και κομμένες -Μισό φλιτζάνι κόκκινο ξηρό κρασί -1/4 της κουταλιάς του γλυκού ρίγανη -Αλατοπίπερο Εκτέλεση	-1 Kilo of beef, rump preferably without visible fat, cut into cubes -Artichoke hearts, frozen or fresh -2 Tablespoons of olive oil -2 melted cloves of garlic -500 gr. of fresh or canned tomatoes, peeled and chopped -Half a cup of dry red wine -1 / 4 teaspoon of fresh oregano - Salt and pepper;				
FALSE					
					
Πράγματι, τα περιλαίμια θα σας επιτρέψουν να αφαιρέσετε τις ψείρες μέσα σε μία έως δύο εβδομάδες, αλλά συχνά προκαλούν αλλεργίες και βλάβες στο <L1>παλτό</L1> στο σημείο που φοράτε.	Indeed, collars will allow you to remove lice within one to two weeks, but they often cause allergies and damage to the coat at the place of wearing.				
Πράγματι, τα περιλαίμια θα σας επιτρέψουν να αφαιρέσετε τις ψείρες μέσα σε μία έως δύο εβδομάδες, αλλά συχνά προκαλούν αλλεργίες και βλάβες στο <N1></N1> στο σημείο που φοράτε.	Indeed, collars will allow you to remove lice within one to two weeks, but they often cause allergies and damage to the coat at the place of wearing.				
FALSE					
					
Επίσης, απέκτησε χιλιάδες δούλους και έπαιξε <L1>πρωτεύοντα</L1> και πολλές φορές αποφασιστικό ρόλο στην διεθνή πολιτική.	He also owned thousands of slaves and often played a central and decisive role in international politics.				
Επίσης, απέκτησε χιλιάδες δούλους και έπαιξε <N1></N1> και πολλές φορές αποφασιστικό ρόλο στην διεθνή πολιτική.	He also owned thousands of slaves and often played a central and decisive role in international politics.				
FALSE					
					
Έχει ογκώδη μακριά μανίκια γυμνά ελαφρώς στον ώμο,τα οποία αλληλεπιδρούν πολύ ομαλά με τη <L1>σιφόν</L1> φούστα που συνδυάζεται με δαντέλα.	Long sheer tulle sleeves gather into buttoned polka dot cuffs trimmed with lace.				
Έχει ογκώδη μακριά μανίκια γυμνά ελαφρώς στον ώμο,τα οποία αλληλεπιδρούν πολύ ομαλά με τη <N1></N1> φούστα που συνδυάζεται με δαντέλα.	Long sheer tulle sleeves gather into buttoned polka dot cuffs trimmed with lace.				
FALSE					
					
Το προβάδισμα πέρασε και πάλι στα χέρια των αντιπάλων (10-13, 7'10''), αλλά Ούκιτς, Διαμαντίδης και Μπράμος ανέτρεψαν την εικόνα, για να διαμορφώσουν το 17-13 (8'45''), ενώ λίγο αργότερα ο Ραμέλ Κάρι έγραφε το 19-15 (9'35'') με <L1>σουτ</L1> από μέση απόσταση.	The situation changed again, as it would change again and again during the game. Printezis was there for a 10-13 (7'10''), while Ukic, Dimitris Diamantidis and Mike Bramos combined for 17-13 (8'45'').	βολή ρίψη σουτ 			
Το προβάδισμα πέρασε και πάλι στα χέρια των αντιπάλων (10-13, 7'10''), αλλά Ούκιτς, Διαμαντίδης και Μπράμος ανέτρεψαν την εικόνα, για να διαμορφώσουν το 17-13 (8'45''), ενώ λίγο αργότερα ο Ραμέλ Κάρι έγραφε το 19-15 (9'35'') με <N1>ρίψη</N1> από μέση απόσταση.	The situation changed again, as it would change again and again during the game. Printezis was there for a 10-13 (7'10''), while Ukic, Dimitris Diamantidis and Mike Bramos combined for 17-13 (8'45'').				
TRUE					
					
Το μείγμα της Ρώμης αντικατοπτρίζει τη γεύση της ρωμαϊκής γαστρονομικής παράδοσης για έναν έντονα αρωματισμένο <L1>εσπρέσο</L1> με απαράμιλλο άρωμα.	The Rome blend reflects the flavor o fhe Roman culinary tradition for an intensely-flavored espresso with apersistent aroma.				
Το μείγμα της Ρώμης αντικατοπτρίζει τη γεύση της ρωμαϊκής γαστρονομικής παράδοσης για έναν έντονα αρωματισμένο <N1></N1> με απαράμιλλο άρωμα.	The Rome blend reflects the flavor o fhe Roman culinary tradition for an intensely-flavored espresso with apersistent aroma.				
FALSE					
					
Αυτό μπορεί να επιτευχθεί αν σε κάθε <L1>πρόβα</L1> εστιάζεις στο ζέσταμα το οποίο συνιστά τη μετάβαση από την πολυάσχολη καθημερινότητά σου στη δουλειά του χορωδού.	This can be helped by focusing on the warm up each session which assists in the transition between your busy daily life and the job of being in a choir.	δοκιμή προετοιμασία πρόβα			
Αυτό μπορεί να επιτευχθεί αν σε κάθε <N1>προετοιμασία</N1> εστιάζεις στο ζέσταμα το οποίο συνιστά τη μετάβαση από την πολυάσχολη καθημερινότητά σου στη δουλειά του χορωδού.	This can be helped by focusing on the warm up each session which assists in the transition between your busy daily life and the job of being in a choir.				
TRUE					
					
Το <L1>κουστούμι</L1> είναι σίγουρα ένα από τα πιο βασικά κομμάτια της γυναικείας γκαρνταρόμπας.	Tags archives: winter-2 The suit is definitely a wardrobe basic piece.				
Το <N1></N1> είναι σίγουρα ένα από τα πιο βασικά κομμάτια της γυναικείας γκαρνταρόμπας.	Tags archives: winter-2 The suit is definitely a wardrobe basic piece.				
FALSE					
					
Γραβάτα εμπορίου Κόψαμε λοιπόν μια μεταξωτή <L1>γραβάτα</L1> του εμπορίου για να δείτε τι πραγματικά περιέχουν οι έτοιμες γραβάτες.	In order to visualise the scarf effect, we cut a  silk  factory tie, to view whats is really inside such a tie	γραβάτα λαιμοδέτης			
Γραβάτα εμπορίου Κόψαμε λοιπόν εναν μεταξωτό <N1>λαιμοδέτη</N1> του εμπορίου για να δείτε τι πραγματικά περιέχουν οι έτοιμες γραβάτες.	In order to visualise the scarf effect, we cut a  silk  factory tie, to view whats is really inside such a tie				
TRUE					
					
Έχετε χρόνο να εξουδετερώσετε τουλάχιστον μέρος του δηλητηρίου με οποιοδήποτε διαθέσιμο οξύ - επιτραπέζιο ξύδι, κιτρικό οξύ, ένα κομμάτι <L1>πορτοκάλι</L1> ή μήλο.	Have time to neutralize at least part of the poison with any available acid - table vinegar, citric acid, a piece of orange or apple.				
Έχετε χρόνο να εξουδετερώσετε τουλάχιστον μέρος του δηλητηρίου με οποιοδήποτε διαθέσιμο οξύ - επιτραπέζιο ξύδι, κιτρικό οξύ, ένα κομμάτι <N1></N1> ή μήλο.	Have time to neutralize at least part of the poison with any available acid - table vinegar, citric acid, a piece of orange or apple.				
FALSE					
					
Ανάλογα με το μέγεθος του <L1>κουπ πατ </L1> , βάζουμε την αντίστοιχη ποσότητα γέμισης.	According to the size of the ravioli apply an equivalent portion of the filling.	φόρμα καλούπι 			
Ανάλογα με το μέγεθος της <N1>φόρμας</N1>  βάζουμε την αντίστοιχη ποσότητα γέμισης.	According to the size of the ravioli apply an equivalent portion of the filling.				
TRUE					
					
Κλείνοντας, αναφέρονται οι συγκριτικές παρατηρήσεις μεταξύ του μυθοπλαστικού υλικού και της ευρύτερης επιστημονικής βιβλιογραφίας εξετάζοντας το βαθμό ετοιμότητας της κοινωνίας απέναντι στη <L1>βιονική</L1> εποχή.	Lastly, comparative remarks between the fictional media and the scientific sources are presented, extrapolating on the degree of preparedness of society towards the bionic era.				
Κλείνοντας, αναφέρονται οι συγκριτικές παρατηρήσεις μεταξύ του μυθοπλαστικού υλικού και της ευρύτερης επιστημονικής βιβλιογραφίας εξετάζοντας το βαθμό ετοιμότητας της κοινωνίας απέναντι στη <N1></N1> εποχή.	Lastly, comparative remarks between the fictional media and the scientific sources are presented, extrapolating on the degree of preparedness of society towards the bionic era.				
FALSE					
					
